                                        The Restaurant - Description of the internal state
 Chef Waiter  Stu0  Stu1  Stu2  Stu3  Stu4  Stu5  Stu6   NCourse   NPortion                      Table
WAFOR APPST  CHTWC CHTWC GGTRT CHTWC CHTWC OGODR CHTWC      0          0         5     3     4     1     0     6     -    
WAFOR APPST  CHTWC CHTWC GGTRT CHTWC CHTWC OGODR CHTWC      0          0         5     3     4     1     0     6     -    
WAFOR APPST  CHTWC CHTWC TKSTT CHTWC CHTWC OGODR CHTWC      0          0         5     3     4     1     0     6     2    
WAFOR APPST  CHTWC CHTWC TKSTT CHTWC CHTWC OGODR CHTWC      0          0         5     3     4     1     0     6     2    
WAFOR PRSMN  CHTWC CHTWC TKSTT CHTWC CHTWC OGODR CHTWC      0          0         5     3     4     1     0     6     2    
WAFOR PRSMN  CHTWC CHTWC SELCS CHTWC CHTWC OGODR CHTWC      0          0         5     3     4     1     0     6     2    
WAFOR PRSMN  CHTWC CHTWC CHTWC CHTWC CHTWC OGODR CHTWC      0          0         5     3     4     1     0     6     2    
WAFOR APPST  CHTWC CHTWC CHTWC CHTWC CHTWC OGODR CHTWC      0          0         5     3     4     1     0     6     2    
WAFOR APPST  CHTWC CHTWC CHTWC CHTWC CHTWC OGODR CHTWC      0          0         5     3     4     1     0     6     2    
WAFOR APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      0          0         5     3     4     1     0     6     2    
DLVPT WTFPT  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          1         4     2     3     5     1     0     6    
WAFOR TKODR  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      0          0         5     3     4     1     0     6     2    
DLVPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          1         4     2     3     5     1     0     6    
DLVPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          1         4     2     3     5     1     0     6    
DLVPT WTFPT  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          1         4     2     3     5     1     0     6    
DLVPT WTFPT  CHTWC CHTWC CHTWC EJYML CHTWC CHTWC CHTWC      3          2         4     2     3     5     1     0     6    
