15/05/2019 08:48,40.06483992,-8.16039721,48:38.3,1132,gps
15/05/2019 08:48,40.06483992,-8.16039721,48:39.0,1132,gps
15/05/2019 08:48,40.06483607,-8.16039148,48:40.0,1132,gps
15/05/2019 08:48,40.06483192,-8.1603903,48:41.0,1133,gps
15/05/2019 08:48,40.06482831,-8.16038725,48:42.0,1134,gps
15/05/2019 08:48,40.06482524,-8.16038605,48:43.0,1134,gps
15/05/2019 08:48,40.0648244,-8.16038723,48:44.0,1134,gps
15/05/2019 08:48,40.06482411,-8.16038782,48:45.0,1134,gps
15/05/2019 08:48,40.06481526,-8.16038683,48:46.0,1134,gps
15/05/2019 08:48,40.06481526,-8.16038187,48:47.0,1134,gps
15/05/2019 08:48,40.06481504,-8.1603825,48:48.0,1134,gps
15/05/2019 08:48,40.06481408,-8.16038081,48:49.0,1134,gps
15/05/2019 08:49,40.06481706,-8.16037609,49:15.0,1134,gps
15/05/2019 08:49,40.06482056,-8.16037522,49:16.0,1134,gps
15/05/2019 08:49,40.06481914,-8.16037323,49:17.0,1134,gps
15/05/2019 08:49,40.06481967,-8.1603716,49:18.0,1134,gps
15/05/2019 08:49,40.06481757,-8.16037181,49:19.0,1134,gps
15/05/2019 08:49,40.06481727,-8.16037231,49:20.0,1134,gps
15/05/2019 08:49,40.06481691,-8.16037261,49:21.0,1134,gps
15/05/2019 08:49,40.06481547,-8.16037937,49:22.0,1136,gps
15/05/2019 08:49,40.06481087,-8.16038465,49:23.0,1136,gps
15/05/2019 08:49,40.0648095,-8.16038581,49:24.0,1138,gps
15/05/2019 08:49,40.0648053,-8.16039297,49:25.0,1139,gps
15/05/2019 08:49,40.06481481,-8.16039372,49:26.0,1138,gps
15/05/2019 08:49,40.06481651,-8.16039617,49:27.0,1138,gps
15/05/2019 08:59,40.06483615,-8.16007755,59:30.1,1159,gps
15/05/2019 09:03,40.06498164,-8.16013346,03:48.0,1144,gps
15/05/2019 09:03,40.06499756,-8.16012179,03:49.0,1145,gps
15/05/2019 09:03,40.06498977,-8.16011617,03:50.0,1145,gps
15/05/2019 09:03,40.06498913,-8.16010882,03:51.0,1146,gps
15/05/2019 09:03,40.06497924,-8.16012651,03:52.0,1145,gps
15/05/2019 09:03,40.06496267,-8.16012321,03:53.0,1144,gps
15/05/2019 09:03,40.06495321,-8.16012913,03:54.0,1144,gps
15/05/2019 09:03,40.06495641,-8.16013093,03:55.0,1144,gps
15/05/2019 09:03,40.06495847,-8.16014944,03:56.0,1145,gps
15/05/2019 09:03,40.06495734,-8.16015637,03:57.0,1146,gps
15/05/2019 09:06,40.06496403,-8.16015245,06:48.0,1147,gps
15/05/2019 09:06,40.06496716,-8.16014728,06:49.0,1147,gps
15/05/2019 09:06,40.06497348,-8.16014157,06:50.0,1147,gps
15/05/2019 09:06,40.06497224,-8.16013663,06:51.0,1148,gps
15/05/2019 09:06,40.06497483,-8.16013972,06:52.0,1148,gps
15/05/2019 09:06,40.0649793,-8.16014217,06:53.0,1148,gps
15/05/2019 09:06,40.06497983,-8.16013921,06:54.0,1148,gps
15/05/2019 09:06,40.06497906,-8.16013603,06:55.0,1148,gps
15/05/2019 09:06,40.06497875,-8.16013468,06:56.0,1148,gps
15/05/2019 09:06,40.0649787,-8.16013189,06:57.0,1148,gps
15/05/2019 09:07,40.06497152,-8.16013661,07:48.0,1146,gps
15/05/2019 09:07,40.06496937,-8.16013918,07:49.0,1146,gps
15/05/2019 09:07,40.0649677,-8.16014027,07:50.0,1145,gps
15/05/2019 09:07,40.06496495,-8.16014039,07:51.0,1145,gps
15/05/2019 09:07,40.06496343,-8.16014231,07:52.0,1145,gps
15/05/2019 09:07,40.06496553,-8.16014492,07:53.0,1144,gps
15/05/2019 09:07,40.06496596,-8.16014704,07:54.0,1144,gps
15/05/2019 09:07,40.06496593,-8.16015098,07:55.0,1144,gps
15/05/2019 09:07,40.06496478,-8.16015302,07:56.0,1144,gps
15/05/2019 09:07,40.06495628,-8.16015483,07:57.0,1145,gps
15/05/2019 09:07,40.06494962,-8.1601606,07:58.0,1145,gps
15/05/2019 09:08,40.06506396,-8.16020111,08:10.6,1160,gps
15/05/2019 09:08,40.06500182,-8.16017532,08:12.0,1161,gps
15/05/2019 09:08,40.06497448,-8.16018793,08:13.0,1164,gps
15/05/2019 09:08,40.06496132,-8.1602012,08:14.0,1165,gps
15/05/2019 09:08,40.06495481,-8.1602093,08:15.0,1163,gps
15/05/2019 09:08,40.06495257,-8.16021019,08:16.0,1163,gps
15/05/2019 09:08,40.06494873,-8.16021812,08:17.0,1159,gps
15/05/2019 09:08,40.06495156,-8.16022761,08:18.0,1157,gps
15/05/2019 09:08,40.06494909,-8.16023313,08:19.0,1155,gps
15/05/2019 09:08,40.06494623,-8.1602367,08:20.0,1153,gps
15/05/2019 09:08,40.06494419,-8.16023463,08:21.0,1152,gps
15/05/2019 09:09,40.06494057,-8.1602336,09:19.0,1152,gps
15/05/2019 09:09,40.06493767,-8.16023701,09:20.0,1152,gps
15/05/2019 09:09,40.06493563,-8.16023854,09:21.0,1152,gps
15/05/2019 09:09,40.06493427,-8.16023918,09:22.0,1152,gps
15/05/2019 09:09,40.0649329,-8.16023934,09:23.0,1151,gps
15/05/2019 09:09,40.06493174,-8.16023998,09:24.0,1151,gps
15/05/2019 09:09,40.0649309,-8.1602402,09:25.0,1151,gps
15/05/2019 09:09,40.0649302,-8.16023975,09:26.0,1150,gps
15/05/2019 09:09,40.06492907,-8.16023911,09:27.0,1150,gps
15/05/2019 09:09,40.0649257,-8.16023453,09:28.0,1148,gps
15/05/2019 09:09,40.06491921,-8.16022741,09:29.0,1148,gps
15/05/2019 09:17,40.06487117,-8.16017147,17:38.0,1143,gps
15/05/2019 09:17,40.06487538,-8.16016992,17:39.0,1142,gps
15/05/2019 09:17,40.06488164,-8.16016911,17:40.0,1141,gps
15/05/2019 09:17,40.06488311,-8.16016604,17:41.0,1141,gps
15/05/2019 09:17,40.06488407,-8.16016323,17:42.0,1141,gps
15/05/2019 09:17,40.06488576,-8.16015581,17:43.0,1140,gps
15/05/2019 09:17,40.06488794,-8.16015063,17:44.0,1140,gps
15/05/2019 09:17,40.06489263,-8.16013807,17:45.0,1140,gps
15/05/2019 09:27,40.064954,-8.16011967,27:48.1,1136,gps
15/05/2019 09:37,40.06502063,-8.1601586,37:48.1,1141,gps
15/05/2019 09:47,40.06498302,-8.16017162,47:47.1,1126,gps
15/05/2019 09:57,40.06501692,-8.16028267,57:47.1,1137,gps
15/05/2019 10:04,40.06494794,-8.16029683,04:20.1,1135,gps
15/05/2019 10:04,40.06497991,-8.16019062,04:21.1,1131,gps
15/05/2019 10:04,40.06498813,-8.16017282,04:22.1,1129,gps
15/05/2019 10:04,40.06497194,-8.16015192,04:23.1,1131,gps
15/05/2019 10:04,40.06496343,-8.16016462,04:24.1,1137,gps
15/05/2019 10:04,40.06491894,-8.16017556,04:25.1,1134,gps
15/05/2019 10:04,40.06492321,-8.16021188,04:26.1,1138,gps
15/05/2019 10:04,40.06495026,-8.16018563,04:27.0,1134,gps
15/05/2019 10:04,40.06495563,-8.16017125,04:28.0,1135,gps
15/05/2019 10:04,40.06496668,-8.16016029,04:29.0,1135,gps
15/05/2019 10:04,40.06496951,-8.16015352,04:30.0,1134,gps
15/05/2019 10:04,40.06498038,-8.16015158,04:31.0,1135,gps
15/05/2019 10:04,40.06498219,-8.16015002,04:32.0,1136,gps
15/05/2019 10:04,40.06498069,-8.1601517,04:33.0,1137,gps
15/05/2019 10:04,40.06498004,-8.16014486,04:34.0,1136,gps
15/05/2019 10:04,40.06498228,-8.16014003,04:35.0,1135,gps
15/05/2019 10:14,40.06497762,-8.160332,14:37.1,1150,gps
15/05/2019 10:24,40.06495783,-8.15998227,24:37.1,1150,gps
15/05/2019 10:34,40.06489951,-8.16038603,34:37.1,1124,gps
15/05/2019 10:44,40.06484582,-8.16034311,44:36.1,1142,gps
15/05/2019 10:54,40.06487429,-8.16037384,54:37.1,1145,gps
15/05/2019 11:04,40.06475432,-8.16026728,04:37.1,1137,gps
15/05/2019 11:14,40.06484261,-8.16048355,14:39.1,1135,gps
15/05/2019 11:24,40.06420338,-8.16098414,24:37.1,1125,gps
15/05/2019 11:34,40.0643241,-8.16085739,34:38.1,1135,gps
15/05/2019 11:44,40.06455912,-8.16071763,44:37.1,1124,gps
15/05/2019 11:49,40.06462516,-8.16049912,49:11.6,1131,gps
15/05/2019 11:49,40.06462593,-8.16049749,49:13.1,1131,gps
15/05/2019 11:49,40.06468821,-8.16053498,49:14.1,1138,gps
15/05/2019 11:49,40.06472439,-8.16057895,49:15.0,1136,gps
